County FIPS Code,State,County Name,New,Auto,Active,Total Plan Selections
20111,KS,Lyon County,547,343,370,1260
20113,KS,McPherson County,392,214,164,770
20115,KS,Marion County,155,109,88,352
20117,KS,Marshall County,158,73,85,316
20119,KS,Meade County,53,14,15,82
20121,KS,Miami County,737,270,348,1355
20123,KS,Mitchell County,115,57,43,215
20125,KS,Montgomery County,610,173,182,965
20127,KS,Morris County,120,42,72,234
20129,KS,Morton County,25,12,14,51
20131,KS,Nemaha County,155,60,56,271
20133,KS,Neosho County,257,133,106,496
20135,KS,Ness County,28,12,17,57
20137,KS,Norton County,73,43,37,153
20139,KS,Osage County,246,96,105,447
20141,KS,Osborne County,72,26,27,125
20143,KS,Ottawa County,93,30,47,170
20145,KS,Pawnee County,96,69,48,213
20147,KS,Phillips County,96,36,60,192
20149,KS,Pottawatomie County,311,162,123,596
20151,KS,Pratt County,144,39,56,239
20153,KS,Rawlins County,27,28,27,82
20155,KS,Reno County,1062,265,559,1886
20157,KS,Republic County,71,40,38,149
20159,KS,Rice County,137,33,62,232
20161,KS,Riley County,789,325,310,1424
20163,KS,Rooks County,77,29,31,137
20165,KS,Rush County,35,25,14,74
20167,KS,Russell County,114,59,50,223
20169,KS,Saline County,924,405,461,1790
20171,KS,Scott County,68,20,32,120
20173,KS,Sedgwick County,8282,3579,3875,15736
20175,KS,Seward County,251,107,87,445
20177,KS,Shawnee County,2886,1080,1262,5228
20179,KS,Sheridan County,78,13,19,110
20181,KS,Sherman County,105,27,44,176
20183,KS,Smith County,84,26,47,157
20185,KS,Stafford County,69,32,24,125
20187,KS,Stanton County,30,,,52
20189,KS,Stevens County,50,24,11,85
20191,KS,Sumner County,326,171,126,623
20193,KS,Thomas County,134,59,55,248
20195,KS,Trego County,52,29,16,97
20197,KS,Wabaunsee County,122,53,33,208
20199,KS,Wallace County,29,,,48
20201,KS,Washington County,104,37,35,176
20203,KS,Wichita County,42,,,58
20205,KS,Wilson County,146,61,66,273
20207,KS,Woodson County,56,43,31,130
20209,KS,Wyandotte County,3331,1784,1449,6564
22001,LA,Acadia Parish,981,355,377,1713
22003,LA,Allen Parish,278,110,66,454
22005,LA,Ascension Parish,2106,910,883,3899
22007,LA,Assumption Parish,523,135,166,824
22009,LA,Avoyelles Parish,871,197,275,1343
22011,LA,Beauregard Parish,502,167,187,856
22013,LA,Bienville Parish,370,58,77,505
22015,LA,Bossier Parish,2293,687,611,3591
22017,LA,Caddo Parish,6380,1558,1528,9466
22019,LA,Calcasieu Parish,3484,1370,1023,5877
22021,LA,Caldwell Parish,196,54,78,328
22023,LA,Cameron Parish,110,41,39,190
22025,LA,Catahoula Parish,318,81,115,514
22027,LA,Claiborne Parish,369,80,73,522
22029,LA,Concordia Parish,464,115,175,754
22031,LA,De Soto Parish,593,129,134,856
